dates,category,value,year,month,category2,heat
1960-07-01,humidity,97.7,1960,7,1994년_이전,정상
1960-07-02,humidity,86.3,1960,7,1994년_이전,정상
1960-07-03,humidity,98,1960,7,1994년_이전,정상
1960-07-04,humidity,93.7,1960,7,1994년_이전,정상
1960-07-05,humidity,86,1960,7,1994년_이전,정상
1960-07-06,humidity,83.7,1960,7,1994년_이전,정상
1960-07-07,humidity,97.3,1960,7,1994년_이전,정상
1960-07-08,humidity,83.7,1960,7,1994년_이전,정상
1960-07-09,humidity,77.3,1960,7,1994년_이전,정상
1960-07-10,humidity,78.3,1960,7,1994년_이전,정상
1960-07-11,humidity,84.7,1960,7,1994년_이전,정상
1960-07-12,humidity,85.3,1960,7,1994년_이전,정상
1960-07-13,humidity,84.3,1960,7,1994년_이전,정상
1960-07-14,humidity,92.7,1960,7,1994년_이전,정상
1960-07-15,humidity,85,1960,7,1994년_이전,정상
1960-07-16,humidity,77.7,1960,7,1994년_이전,정상
1960-07-17,humidity,78,1960,7,1994년_이전,정상
1960-07-18,humidity,76.3,1960,7,1994년_이전,정상
1960-07-19,humidity,80,1960,7,1994년_이전,정상
1960-07-20,humidity,73.7,1960,7,1994년_이전,정상
1960-07-21,humidity,75.7,1960,7,1994년_이전,정상
1960-07-22,humidity,75.3,1960,7,1994년_이전,정상
1960-07-23,humidity,76.7,1960,7,1994년_이전,정상
1960-07-24,humidity,83.7,1960,7,1994년_이전,정상
1960-07-25,humidity,91,1960,7,1994년_이전,정상
1960-07-26,humidity,86,1960,7,1994년_이전,정상
1960-07-27,humidity,71.3,1960,7,1994년_이전,정상
1960-07-28,humidity,69.3,1960,7,1994년_이전,정상
1960-07-29,humidity,79.7,1960,7,1994년_이전,정상
1960-07-30,humidity,87,1960,7,1994년_이전,정상
1960-07-31,humidity,84.3,1960,7,1994년_이전,정상
1960-08-01,humidity,82.7,1960,8,1994년_이전,정상
1960-08-02,humidity,85.3,1960,8,1994년_이전,정상
1960-08-03,humidity,78.7,1960,8,1994년_이전,정상
1960-08-04,humidity,81,1960,8,1994년_이전,정상
1960-08-05,humidity,76.3,1960,8,1994년_이전,정상
1960-08-06,humidity,75.7,1960,8,1994년_이전,정상
1960-08-07,humidity,72.3,1960,8,1994년_이전,정상
1960-08-08,humidity,72,1960,8,1994년_이전,정상
1960-08-09,humidity,70.7,1960,8,1994년_이전,정상
1960-08-10,humidity,69,1960,8,1994년_이전,정상
1960-08-11,humidity,66,1960,8,1994년_이전,정상
1960-08-12,humidity,67.3,1960,8,1994년_이전,정상
1960-08-13,humidity,64.7,1960,8,1994년_이전,정상
1960-08-14,humidity,58.7,1960,8,1994년_이전,정상
1960-08-15,humidity,63,1960,8,1994년_이전,정상
1960-08-16,humidity,78,1960,8,1994년_이전,정상
1960-08-17,humidity,72.7,1960,8,1994년_이전,정상
1960-08-18,humidity,77,1960,8,1994년_이전,정상
1960-08-19,humidity,68.3,1960,8,1994년_이전,정상
1960-08-20,humidity,59.7,1960,8,1994년_이전,정상
1960-08-21,humidity,60.7,1960,8,1994년_이전,정상
1960-08-22,humidity,71.7,1960,8,1994년_이전,정상
1960-08-23,humidity,79,1960,8,1994년_이전,정상
1960-08-24,humidity,75.7,1960,8,1994년_이전,정상
1960-08-25,humidity,76.7,1960,8,1994년_이전,정상
1960-08-26,humidity,68.3,1960,8,1994년_이전,정상
1960-08-27,humidity,69,1960,8,1994년_이전,정상
1960-08-28,humidity,80.3,1960,8,1994년_이전,정상
1960-08-29,humidity,87.3,1960,8,1994년_이전,정상
1960-08-30,humidity,83.3,1960,8,1994년_이전,정상
1960-08-31,humidity,80,1960,8,1994년_이전,정상
1961-07-01,humidity,80.8,1961,7,1994년_이전,정상
1961-07-02,humidity,92.5,1961,7,1994년_이전,정상
1961-07-03,humidity,97.5,1961,7,1994년_이전,정상
1961-07-04,humidity,89,1961,7,1994년_이전,정상
1961-07-05,humidity,85.3,1961,7,1994년_이전,정상
1961-07-06,humidity,96.8,1961,7,1994년_이전,정상
1961-07-07,humidity,96.8,1961,7,1994년_이전,정상
1961-07-08,humidity,97.8,1961,7,1994년_이전,정상
1961-07-09,humidity,89.3,1961,7,1994년_이전,정상
1961-07-10,humidity,86.8,1961,7,1994년_이전,정상
1961-07-11,humidity,86,1961,7,1994년_이전,정상
1961-07-12,humidity,95.8,1961,7,1994년_이전,정상
1961-07-13,humidity,86.5,1961,7,1994년_이전,정상
1961-07-14,humidity,94.5,1961,7,1994년_이전,정상
1961-07-15,humidity,90.8,1961,7,1994년_이전,정상
1961-07-16,humidity,85.5,1961,7,1994년_이전,정상
1961-07-17,humidity,82.8,1961,7,1994년_이전,정상
1961-07-18,humidity,79.8,1961,7,1994년_이전,정상
1961-07-19,humidity,77.8,1961,7,1994년_이전,정상
1961-07-20,humidity,76.3,1961,7,1994년_이전,정상
1961-07-21,humidity,84,1961,7,1994년_이전,정상
1961-07-22,humidity,79.3,1961,7,1994년_이전,정상
1961-07-23,humidity,76.5,1961,7,1994년_이전,정상
1961-07-24,humidity,82.8,1961,7,1994년_이전,정상
1961-07-25,humidity,82.5,1961,7,1994년_이전,정상
1961-07-26,humidity,81,1961,7,1994년_이전,정상
1961-07-27,humidity,82.8,1961,7,1994년_이전,정상
1961-07-28,humidity,92.8,1961,7,1994년_이전,정상
1961-07-29,humidity,83,1961,7,1994년_이전,정상
1961-07-30,humidity,76,1961,7,1994년_이전,정상
1961-07-31,humidity,72.8,1961,7,1994년_이전,정상
1961-08-01,humidity,65.3,1961,8,1994년_이전,정상
1961-08-02,humidity,64.3,1961,8,1994년_이전,정상
1961-08-03,humidity,67.8,1961,8,1994년_이전,정상
1961-08-04,humidity,86.8,1961,8,1994년_이전,정상
1961-08-05,humidity,82.5,1961,8,1994년_이전,정상
1961-08-06,humidity,82,1961,8,1994년_이전,정상
1961-08-07,humidity,78,1961,8,1994년_이전,정상
1961-08-08,humidity,85.8,1961,8,1994년_이전,정상
1961-08-09,humidity,75.5,1961,8,1994년_이전,정상
1961-08-10,humidity,82,1961,8,1994년_이전,정상
1961-08-11,humidity,85,1961,8,1994년_이전,정상
1961-08-12,humidity,93.5,1961,8,1994년_이전,정상
1961-08-13,humidity,82.3,1961,8,1994년_이전,정상
1961-08-14,humidity,79.5,1961,8,1994년_이전,정상
1961-08-15,humidity,86.3,1961,8,1994년_이전,정상
1961-08-16,humidity,97.8,1961,8,1994년_이전,정상
1961-08-17,humidity,85.5,1961,8,1994년_이전,정상
1961-08-18,humidity,78,1961,8,1994년_이전,정상
1961-08-19,humidity,79.3,1961,8,1994년_이전,정상
1961-08-20,humidity,84.8,1961,8,1994년_이전,정상
1961-08-21,humidity,83,1961,8,1994년_이전,정상
1961-08-22,humidity,87.3,1961,8,1994년_이전,정상
1961-08-23,humidity,82.3,1961,8,1994년_이전,정상
1961-08-24,humidity,86,1961,8,1994년_이전,정상
1961-08-25,humidity,78.3,1961,8,1994년_이전,정상
1961-08-26,humidity,69.8,1961,8,1994년_이전,정상
1961-08-27,humidity,73.5,1961,8,1994년_이전,정상
1961-08-28,humidity,68,1961,8,1994년_이전,정상
1961-08-29,humidity,76.3,1961,8,1994년_이전,정상
1961-08-30,humidity,97.8,1961,8,1994년_이전,정상
1961-08-31,humidity,97.8,1961,8,1994년_이전,정상
1962-07-01,humidity,53.3,1962,7,1994년_이전,정상
1962-07-02,humidity,54,1962,7,1994년_이전,정상
1962-07-03,humidity,55.8,1962,7,1994년_이전,정상
1962-07-04,humidity,64.8,1962,7,1994년_이전,정상
1962-07-05,humidity,64.5,1962,7,1994년_이전,정상
1962-07-06,humidity,48.3,1962,7,1994년_이전,정상
1962-07-07,humidity,57,1962,7,1994년_이전,정상
1962-07-08,humidity,56.5,1962,7,1994년_이전,정상
1962-07-09,humidity,79.5,1962,7,1994년_이전,정상
1962-07-10,humidity,83.5,1962,7,1994년_이전,정상
1962-07-11,humidity,92.8,1962,7,1994년_이전,정상
1962-07-12,humidity,78.5,1962,7,1994년_이전,정상
1962-07-13,humidity,78,1962,7,1994년_이전,정상
1962-07-14,humidity,65.5,1962,7,1994년_이전,정상
1962-07-15,humidity,61,1962,7,1994년_이전,정상
1962-07-16,humidity,52,1962,7,1994년_이전,정상
1962-07-17,humidity,70,1962,7,1994년_이전,정상
1962-07-18,humidity,90.3,1962,7,1994년_이전,정상
1962-07-19,humidity,89.8,1962,7,1994년_이전,정상
1962-07-20,humidity,92.3,1962,7,1994년_이전,정상
1962-07-21,humidity,77.5,1962,7,1994년_이전,정상
1962-07-22,humidity,83.8,1962,7,1994년_이전,정상
1962-07-23,humidity,89.3,1962,7,1994년_이전,정상
1962-07-24,humidity,73.3,1962,7,1994년_이전,정상
1962-07-25,humidity,69,1962,7,1994년_이전,정상
1962-07-26,humidity,68.5,1962,7,1994년_이전,정상
1962-07-27,humidity,75,1962,7,1994년_이전,정상
1962-07-28,humidity,86.5,1962,7,1994년_이전,정상
1962-07-29,humidity,94,1962,7,1994년_이전,정상
1962-07-30,humidity,81,1962,7,1994년_이전,정상
1962-07-31,humidity,81.3,1962,7,1994년_이전,정상
1962-08-01,humidity,84,1962,8,1994년_이전,정상
1962-08-02,humidity,82,1962,8,1994년_이전,정상
1962-08-03,humidity,93.5,1962,8,1994년_이전,정상
1962-08-04,humidity,84.8,1962,8,1994년_이전,정상
1962-08-05,humidity,91.8,1962,8,1994년_이전,정상
1962-08-06,humidity,89,1962,8,1994년_이전,정상
1962-08-07,humidity,83.5,1962,8,1994년_이전,정상
1962-08-08,humidity,88.3,1962,8,1994년_이전,정상
1962-08-09,humidity,84.3,1962,8,1994년_이전,정상
1962-08-10,humidity,80.3,1962,8,1994년_이전,정상
1962-08-11,humidity,75.3,1962,8,1994년_이전,정상
1962-08-12,humidity,73,1962,8,1994년_이전,정상
1962-08-13,humidity,73,1962,8,1994년_이전,정상
1962-08-14,humidity,81.8,1962,8,1994년_이전,정상
1962-08-15,humidity,89,1962,8,1994년_이전,정상
1962-08-16,humidity,93,1962,8,1994년_이전,정상
1962-08-17,humidity,91,1962,8,1994년_이전,정상
1962-08-18,humidity,82.8,1962,8,1994년_이전,정상
1962-08-19,humidity,83,1962,8,1994년_이전,정상
1962-08-20,humidity,79,1962,8,1994년_이전,정상
1962-08-21,humidity,80.8,1962,8,1994년_이전,정상
1962-08-22,humidity,78.8,1962,8,1994년_이전,정상
1962-08-23,humidity,79.3,1962,8,1994년_이전,정상
1962-08-24,humidity,85,1962,8,1994년_이전,정상
1962-08-25,humidity,73.5,1962,8,1994년_이전,정상
1962-08-26,humidity,76.5,1962,8,1994년_이전,정상
1962-08-27,humidity,92.5,1962,8,1994년_이전,정상
1962-08-28,humidity,85.5,1962,8,1994년_이전,정상
1962-08-29,humidity,75,1962,8,1994년_이전,정상
1962-08-30,humidity,84,1962,8,1994년_이전,정상
1962-08-31,humidity,77.5,1962,8,1994년_이전,정상
1963-07-01,humidity,87.5,1963,7,1994년_이전,정상
1963-07-02,humidity,89,1963,7,1994년_이전,정상
1963-07-03,humidity,83,1963,7,1994년_이전,정상
1963-07-04,humidity,94.3,1963,7,1994년_이전,정상
1963-07-05,humidity,72.5,1963,7,1994년_이전,정상
1963-07-06,humidity,70.8,1963,7,1994년_이전,정상
1963-07-07,humidity,95.3,1963,7,1994년_이전,정상
1963-07-08,humidity,80.8,1963,7,1994년_이전,정상
1963-07-09,humidity,83.8,1963,7,1994년_이전,정상
1963-07-10,humidity,86.5,1963,7,1994년_이전,정상
1963-07-11,humidity,67.3,1963,7,1994년_이전,정상
1963-07-12,humidity,80,1963,7,1994년_이전,정상
1963-07-13,humidity,93.5,1963,7,1994년_이전,정상
1963-07-14,humidity,84.8,1963,7,1994년_이전,정상
1963-07-15,humidity,82,1963,7,1994년_이전,정상
1963-07-16,humidity,88.5,1963,7,1994년_이전,정상
1963-07-17,humidity,93.3,1963,7,1994년_이전,정상
1963-07-18,humidity,79.5,1963,7,1994년_이전,정상
1963-07-19,humidity,75.5,1963,7,1994년_이전,정상
1963-07-20,humidity,74.8,1963,7,1994년_이전,정상
1963-07-21,humidity,87.8,1963,7,1994년_이전,정상
1963-07-22,humidity,86.8,1963,7,1994년_이전,정상
1963-07-23,humidity,88.8,1963,7,1994년_이전,정상
1963-07-24,humidity,96,1963,7,1994년_이전,정상
1963-07-25,humidity,90.8,1963,7,1994년_이전,정상
1963-07-26,humidity,83.5,1963,7,1994년_이전,정상
1963-07-27,humidity,83.5,1963,7,1994년_이전,정상
1963-07-28,humidity,84.5,1963,7,1994년_이전,정상
1963-07-29,humidity,88.5,1963,7,1994년_이전,정상
1963-07-30,humidity,81,1963,7,1994년_이전,정상
1963-07-31,humidity,80.3,1963,7,1994년_이전,정상
1963-08-01,humidity,81.3,1963,8,1994년_이전,정상
1963-08-02,humidity,74.8,1963,8,1994년_이전,정상
1963-08-03,humidity,78,1963,8,1994년_이전,정상
1963-08-04,humidity,77.3,1963,8,1994년_이전,정상
1963-08-05,humidity,73.8,1963,8,1994년_이전,정상
1963-08-06,humidity,73,1963,8,1994년_이전,정상
1963-08-07,humidity,71.3,1963,8,1994년_이전,정상
1963-08-08,humidity,62,1963,8,1994년_이전,정상
1963-08-09,humidity,61.5,1963,8,1994년_이전,정상
1963-08-10,humidity,57.8,1963,8,1994년_이전,정상
1963-08-11,humidity,72.5,1963,8,1994년_이전,정상
1963-08-12,humidity,75.8,1963,8,1994년_이전,정상
1963-08-13,humidity,84.8,1963,8,1994년_이전,정상
1963-08-14,humidity,82.3,1963,8,1994년_이전,정상
1963-08-15,humidity,79.8,1963,8,1994년_이전,정상
1963-08-16,humidity,82,1963,8,1994년_이전,정상
1963-08-17,humidity,90,1963,8,1994년_이전,정상
1963-08-18,humidity,78,1963,8,1994년_이전,정상
1963-08-19,humidity,71.3,1963,8,1994년_이전,정상
1963-08-20,humidity,83.3,1963,8,1994년_이전,정상
1963-08-21,humidity,72,1963,8,1994년_이전,정상
1963-08-22,humidity,88,1963,8,1994년_이전,정상
1963-08-23,humidity,89.5,1963,8,1994년_이전,정상
1963-08-24,humidity,79,1963,8,1994년_이전,정상
1963-08-25,humidity,81.8,1963,8,1994년_이전,정상
1963-08-26,humidity,77.3,1963,8,1994년_이전,정상
1963-08-27,humidity,67.8,1963,8,1994년_이전,정상
1963-08-28,humidity,82,1963,8,1994년_이전,정상
1963-08-29,humidity,79,1963,8,1994년_이전,정상
1963-08-30,humidity,88.5,1963,8,1994년_이전,정상
1963-08-31,humidity,70,1963,8,1994년_이전,정상
1964-07-01,humidity,94.8,1964,7,1994년_이전,정상
1964-07-02,humidity,97.8,1964,7,1994년_이전,정상
1964-07-03,humidity,96.8,1964,7,1994년_이전,정상
1964-07-04,humidity,87,1964,7,1994년_이전,정상
1964-07-05,humidity,89,1964,7,1994년_이전,정상
1964-07-06,humidity,90,1964,7,1994년_이전,정상
1964-07-07,humidity,90.3,1964,7,1994년_이전,정상
1964-07-08,humidity,95.3,1964,7,1994년_이전,정상
1964-07-09,humidity,90,1964,7,1994년_이전,정상
1964-07-10,humidity,88.3,1964,7,1994년_이전,정상
1964-07-11,humidity,80.8,1964,7,1994년_이전,정상
1964-07-12,humidity,84.5,1964,7,1994년_이전,정상
1964-07-13,humidity,83.3,1964,7,1994년_이전,정상
1964-07-14,humidity,89.8,1964,7,1994년_이전,정상
1964-07-15,humidity,82,1964,7,1994년_이전,정상
1964-07-16,humidity,83.5,1964,7,1994년_이전,정상
1964-07-17,humidity,96.3,1964,7,1994년_이전,정상
1964-07-18,humidity,87,1964,7,1994년_이전,정상
1964-07-19,humidity,65,1964,7,1994년_이전,정상
1964-07-20,humidity,67.3,1964,7,1994년_이전,정상
1964-07-21,humidity,74,1964,7,1994년_이전,정상
1964-07-22,humidity,78.3,1964,7,1994년_이전,정상
1964-07-23,humidity,92.5,1964,7,1994년_이전,정상
1964-07-24,humidity,82,1964,7,1994년_이전,정상
1964-07-25,humidity,65,1964,7,1994년_이전,정상
1964-07-26,humidity,74,1964,7,1994년_이전,정상
1964-07-27,humidity,73.5,1964,7,1994년_이전,정상
1964-07-28,humidity,72,1964,7,1994년_이전,정상
1964-07-29,humidity,69,1964,7,1994년_이전,정상
1964-07-30,humidity,90,1964,7,1994년_이전,정상
1964-07-31,humidity,78.3,1964,7,1994년_이전,정상
1964-08-01,humidity,69.5,1964,8,1994년_이전,정상
1964-08-02,humidity,56.3,1964,8,1994년_이전,정상
1964-08-03,humidity,66,1964,8,1994년_이전,정상
1964-08-04,humidity,77.8,1964,8,1994년_이전,정상
1964-08-05,humidity,80.8,1964,8,1994년_이전,정상
1964-08-06,humidity,87.8,1964,8,1994년_이전,정상
1964-08-07,humidity,90.3,1964,8,1994년_이전,정상
1964-08-08,humidity,91.3,1964,8,1994년_이전,정상
1964-08-09,humidity,94.8,1964,8,1994년_이전,정상
1964-08-10,humidity,87.8,1964,8,1994년_이전,정상
1964-08-11,humidity,91,1964,8,1994년_이전,정상
1964-08-12,humidity,82.5,1964,8,1994년_이전,정상
1964-08-13,humidity,76.3,1964,8,1994년_이전,정상
1964-08-14,humidity,81.8,1964,8,1994년_이전,정상
1964-08-15,humidity,83.8,1964,8,1994년_이전,정상
1964-08-16,humidity,85.5,1964,8,1994년_이전,정상
1964-08-17,humidity,72.8,1964,8,1994년_이전,정상
1964-08-18,humidity,64.8,1964,8,1994년_이전,정상
1964-08-19,humidity,63.5,1964,8,1994년_이전,정상
1964-08-20,humidity,76.8,1964,8,1994년_이전,정상
1964-08-21,humidity,72.5,1964,8,1994년_이전,정상
1964-08-22,humidity,62.8,1964,8,1994년_이전,정상
1964-08-23,humidity,58.5,1964,8,1994년_이전,정상
1964-08-24,humidity,74.8,1964,8,1994년_이전,정상
1964-08-25,humidity,72.5,1964,8,1994년_이전,정상
1964-08-26,humidity,75,1964,8,1994년_이전,정상
1964-08-27,humidity,81,1964,8,1994년_이전,정상
1964-08-28,humidity,74.8,1964,8,1994년_이전,정상
1964-08-29,humidity,73,1964,8,1994년_이전,정상
1964-08-30,humidity,75,1964,8,1994년_이전,정상
1964-08-31,humidity,90.5,1964,8,1994년_이전,정상
1965-07-01,humidity,68,1965,7,1994년_이전,정상
1965-07-02,humidity,56.3,1965,7,1994년_이전,정상
1965-07-03,humidity,56,1965,7,1994년_이전,정상
1965-07-04,humidity,87.5,1965,7,1994년_이전,정상
1965-07-05,humidity,79.8,1965,7,1994년_이전,정상
1965-07-06,humidity,70,1965,7,1994년_이전,정상
1965-07-07,humidity,74.8,1965,7,1994년_이전,정상
1965-07-08,humidity,72.5,1965,7,1994년_이전,정상
1965-07-09,humidity,92,1965,7,1994년_이전,정상
1965-07-10,humidity,95.8,1965,7,1994년_이전,정상
1965-07-11,humidity,90.5,1965,7,1994년_이전,정상
1965-07-12,humidity,83.5,1965,7,1994년_이전,정상
1965-07-13,humidity,84,1965,7,1994년_이전,정상
1965-07-14,humidity,93.3,1965,7,1994년_이전,정상
1965-07-15,humidity,94.8,1965,7,1994년_이전,정상
1965-07-16,humidity,89.3,1965,7,1994년_이전,정상
1965-07-17,humidity,94.8,1965,7,1994년_이전,정상
1965-07-18,humidity,81,1965,7,1994년_이전,정상
1965-07-19,humidity,90,1965,7,1994년_이전,정상
1965-07-20,humidity,96.8,1965,7,1994년_이전,정상
1965-07-21,humidity,90,1965,7,1994년_이전,정상
1965-07-22,humidity,70.8,1965,7,1994년_이전,정상
1965-07-23,humidity,64.8,1965,7,1994년_이전,정상
1965-07-24,humidity,71.3,1965,7,1994년_이전,정상
1965-07-25,humidity,75.5,1965,7,1994년_이전,정상
1965-07-26,humidity,89.3,1965,7,1994년_이전,정상
1965-07-27,humidity,87.3,1965,7,1994년_이전,정상
1965-07-28,humidity,78.8,1965,7,1994년_이전,정상
1965-07-29,humidity,89,1965,7,1994년_이전,정상
1965-07-30,humidity,91.8,1965,7,1994년_이전,정상
1965-07-31,humidity,86.5,1965,7,1994년_이전,정상
1965-08-01,humidity,80.8,1965,8,1994년_이전,정상
1965-08-02,humidity,80.8,1965,8,1994년_이전,정상
1965-08-03,humidity,94.5,1965,8,1994년_이전,정상
1965-08-04,humidity,92,1965,8,1994년_이전,정상
1965-08-05,humidity,84.3,1965,8,1994년_이전,정상
1965-08-06,humidity,90.5,1965,8,1994년_이전,정상
1965-08-07,humidity,84.8,1965,8,1994년_이전,정상
1965-08-08,humidity,82,1965,8,1994년_이전,정상
1965-08-09,humidity,79.3,1965,8,1994년_이전,정상
1965-08-10,humidity,84,1965,8,1994년_이전,정상
1965-08-11,humidity,95.5,1965,8,1994년_이전,정상
1965-08-12,humidity,85.8,1965,8,1994년_이전,정상
1965-08-13,humidity,78.3,1965,8,1994년_이전,정상
1965-08-14,humidity,91,1965,8,1994년_이전,정상
1965-08-15,humidity,84.8,1965,8,1994년_이전,정상
1965-08-16,humidity,83.8,1965,8,1994년_이전,정상
1965-08-17,humidity,87.8,1965,8,1994년_이전,정상
1965-08-18,humidity,87,1965,8,1994년_이전,정상
1965-08-19,humidity,83.5,1965,8,1994년_이전,정상
1965-08-20,humidity,82.8,1965,8,1994년_이전,정상
1965-08-21,humidity,83.3,1965,8,1994년_이전,정상
1965-08-22,humidity,73.3,1965,8,1994년_이전,정상
1965-08-23,humidity,77.8,1965,8,1994년_이전,정상
1965-08-24,humidity,93.8,1965,8,1994년_이전,정상
1965-08-25,humidity,82,1965,8,1994년_이전,정상
1965-08-26,humidity,79.3,1965,8,1994년_이전,정상
1965-08-27,humidity,76.3,1965,8,1994년_이전,정상
1965-08-28,humidity,75.8,1965,8,1994년_이전,정상
1965-08-29,humidity,83.8,1965,8,1994년_이전,정상
1965-08-30,humidity,88.3,1965,8,1994년_이전,정상
1965-08-31,humidity,82.3,1965,8,1994년_이전,정상
1966-07-01,humidity,73.3,1966,7,1994년_이전,정상
1966-07-02,humidity,66.3,1966,7,1994년_이전,정상
1966-07-03,humidity,68.5,1966,7,1994년_이전,정상
1966-07-04,humidity,74.8,1966,7,1994년_이전,정상
1966-07-05,humidity,67.8,1966,7,1994년_이전,정상
1966-07-06,humidity,68,1966,7,1994년_이전,정상
1966-07-07,humidity,92.3,1966,7,1994년_이전,정상
1966-07-08,humidity,85.5,1966,7,1994년_이전,정상
1966-07-09,humidity,87.3,1966,7,1994년_이전,정상
1966-07-10,humidity,80.5,1966,7,1994년_이전,정상
1966-07-11,humidity,82.5,1966,7,1994년_이전,정상
1966-07-12,humidity,79.8,1966,7,1994년_이전,정상
1966-07-13,humidity,78.5,1966,7,1994년_이전,정상
1966-07-14,humidity,91.8,1966,7,1994년_이전,정상
1966-07-15,humidity,97.5,1966,7,1994년_이전,정상
1966-07-16,humidity,96.8,1966,7,1994년_이전,정상
1966-07-17,humidity,96.5,1966,7,1994년_이전,정상
1966-07-18,humidity,94.5,1966,7,1994년_이전,정상
1966-07-19,humidity,94.8,1966,7,1994년_이전,정상
1966-07-20,humidity,88.8,1966,7,1994년_이전,정상
1966-07-21,humidity,92,1966,7,1994년_이전,정상
1966-07-22,humidity,85,1966,7,1994년_이전,정상
1966-07-23,humidity,92.5,1966,7,1994년_이전,정상
1966-07-24,humidity,95,1966,7,1994년_이전,정상
1966-07-25,humidity,98,1966,7,1994년_이전,정상
1966-07-26,humidity,94.8,1966,7,1994년_이전,정상
1966-07-27,humidity,81,1966,7,1994년_이전,정상
1966-07-28,humidity,86.3,1966,7,1994년_이전,정상
1966-07-29,humidity,84.5,1966,7,1994년_이전,정상
1966-07-30,humidity,91.8,1966,7,1994년_이전,정상
1966-07-31,humidity,91.3,1966,7,1994년_이전,정상
1966-08-01,humidity,86.3,1966,8,1994년_이전,정상
1966-08-02,humidity,93.3,1966,8,1994년_이전,정상
1966-08-03,humidity,89,1966,8,1994년_이전,정상
1966-08-04,humidity,83,1966,8,1994년_이전,정상
1966-08-05,humidity,85.3,1966,8,1994년_이전,정상
1966-08-06,humidity,83.5,1966,8,1994년_이전,정상
1966-08-07,humidity,87,1966,8,1994년_이전,정상
1966-08-08,humidity,77,1966,8,1994년_이전,정상
1966-08-09,humidity,83.8,1966,8,1994년_이전,정상
1966-08-10,humidity,77.8,1966,8,1994년_이전,정상
1966-08-11,humidity,86.8,1966,8,1994년_이전,정상
1966-08-12,humidity,80.5,1966,8,1994년_이전,정상
1966-08-13,humidity,81.5,1966,8,1994년_이전,정상
1966-08-14,humidity,70.8,1966,8,1994년_이전,정상
1966-08-15,humidity,68.3,1966,8,1994년_이전,정상
1966-08-16,humidity,76,1966,8,1994년_이전,정상
1966-08-17,humidity,93.5,1966,8,1994년_이전,정상
1966-08-18,humidity,76.3,1966,8,1994년_이전,정상
1966-08-19,humidity,77.8,1966,8,1994년_이전,정상
1966-08-20,humidity,89,1966,8,1994년_이전,정상
1966-08-21,humidity,74.5,1966,8,1994년_이전,정상
1966-08-22,humidity,66.5,1966,8,1994년_이전,정상
1966-08-23,humidity,67.5,1966,8,1994년_이전,정상
1966-08-24,humidity,70.8,1966,8,1994년_이전,정상
1966-08-25,humidity,75.8,1966,8,1994년_이전,정상
1966-08-26,humidity,82.3,1966,8,1994년_이전,정상
1966-08-27,humidity,81.5,1966,8,1994년_이전,정상
1966-08-28,humidity,79.3,1966,8,1994년_이전,정상
1966-08-29,humidity,78.5,1966,8,1994년_이전,정상
1966-08-30,humidity,71,1966,8,1994년_이전,정상
1966-08-31,humidity,73,1966,8,1994년_이전,정상
1967-07-01,humidity,89.5,1967,7,1994년_이전,정상
1967-07-02,humidity,94.8,1967,7,1994년_이전,정상
1967-07-03,humidity,83.8,1967,7,1994년_이전,정상
1967-07-04,humidity,81,1967,7,1994년_이전,정상
1967-07-05,humidity,59.3,1967,7,1994년_이전,정상
1967-07-06,humidity,67.5,1967,7,1994년_이전,정상
1967-07-07,humidity,71.3,1967,7,1994년_이전,정상
1967-07-08,humidity,68.8,1967,7,1994년_이전,정상
1967-07-09,humidity,69.5,1967,7,1994년_이전,정상
1967-07-10,humidity,71.8,1967,7,1994년_이전,정상
1967-07-11,humidity,76,1967,7,1994년_이전,정상
1967-07-12,humidity,89.8,1967,7,1994년_이전,정상
1967-07-13,humidity,87.8,1967,7,1994년_이전,정상
1967-07-14,humidity,87.8,1967,7,1994년_이전,정상
1967-07-15,humidity,88.8,1967,7,1994년_이전,정상
1967-07-16,humidity,91.5,1967,7,1994년_이전,정상
1967-07-17,humidity,83.5,1967,7,1994년_이전,정상
1967-07-18,humidity,76.5,1967,7,1994년_이전,정상
1967-07-19,humidity,83,1967,7,1994년_이전,정상
1967-07-20,humidity,91,1967,7,1994년_이전,정상
1967-07-21,humidity,84.5,1967,7,1994년_이전,정상
1967-07-22,humidity,89.5,1967,7,1994년_이전,정상
1967-07-23,humidity,91.8,1967,7,1994년_이전,정상
1967-07-24,humidity,80,1967,7,1994년_이전,정상
1967-07-25,humidity,67,1967,7,1994년_이전,정상
1967-07-26,humidity,66,1967,7,1994년_이전,정상
1967-07-27,humidity,78.5,1967,7,1994년_이전,정상
1967-07-28,humidity,73.3,1967,7,1994년_이전,정상
1967-07-29,humidity,77.3,1967,7,1994년_이전,정상
1967-07-30,humidity,78,1967,7,1994년_이전,정상
1967-07-31,humidity,75.3,1967,7,1994년_이전,정상
1967-08-01,humidity,80.5,1967,8,1994년_이전,정상
1967-08-02,humidity,82.3,1967,8,1994년_이전,정상
1967-08-03,humidity,93.5,1967,8,1994년_이전,정상
1967-08-04,humidity,80.8,1967,8,1994년_이전,정상
1967-08-05,humidity,78.8,1967,8,1994년_이전,정상
1967-08-06,humidity,86.8,1967,8,1994년_이전,정상
1967-08-07,humidity,87.3,1967,8,1994년_이전,정상
1967-08-08,humidity,87.5,1967,8,1994년_이전,정상
1967-08-09,humidity,83.8,1967,8,1994년_이전,정상
